trialIndexGlobal,timestampMs,mouseX,mouseY
56,116154,619,485
56,116270,619,485
56,116370,619,485
56,116487,619,485
56,116604,619,485
56,116720,619,485
56,116836,619,485
56,116936,679,456
56,117053,790,438
56,117169,799,438
56,117269,814,430
56,117370,895,412
56,117470,1006,392
56,117570,1052,387
56,117687,1052,392
56,117804,1032,452
56,117920,901,490
56,118021,730,472
56,118136,670,482
56,118236,650,484
56,118336,660,406
56,118436,681,386
56,118553,532,446
56,118669,462,400
56,118786,448,383
56,118886,424,372
56,118987,417,366
56,119090,417,366
57,119103,417,366
57,119204,417,366
57,119320,417,366
57,119420,417,366
57,119520,417,366
57,119637,417,366
57,119737,417,366
57,119838,451,366
57,119953,634,406
57,120053,730,458
57,120153,730,458
57,120270,738,463
57,120386,752,480
57,120503,822,531
57,120619,848,551
57,120720,872,552
57,120837,964,552
57,120953,988,564
57,121070,985,574
57,121186,973,605
57,121303,978,657
57,121403,974,666
57,121504,965,672
57,121619,965,672
57,121651,965,672
58,121720,965,672
58,121820,965,672
58,121937,965,672
58,122037,965,672
58,122153,965,672
58,122254,965,672
58,122354,965,672
58,122454,965,672
58,122570,965,672
58,122686,892,590
58,122787,856,498
58,122903,856,489
58,123019,862,467
58,123136,909,430
58,123239,1006,445
58,123353,1034,459
58,123470,738,448
58,123586,585,380
58,123686,584,434
58,123803,586,583
58,123903,492,609
58,124019,718,584
58,124136,893,649
58,124236,964,659
58,124353,989,677
58,124453,990,712
58,124553,992,720
58,124654,994,721
58,124746,994,721
59,124770,994,721
59,124870,994,721
59,124987,994,721
59,125087,994,721
59,125204,994,721
59,125304,994,721
59,125421,994,721
59,125536,994,721
59,125637,994,721
59,125753,994,721
59,125870,1048,511
59,125970,1063,502
59,126086,1064,502
59,126187,1064,502
59,126304,960,504
59,126419,936,504
59,126536,926,504
59,126637,925,504
59,126698,925,504
60,126753,925,504
60,126854,925,504
60,126954,925,504
60,127070,925,504
60,127170,925,504
60,127286,925,504
60,127403,925,504
60,127504,925,504
60,127620,925,504
60,127737,925,504
60,127853,925,504
60,127970,861,530
60,128086,748,522
60,128203,828,502
60,128321,950,545
60,128436,952,569
60,128537,803,606
60,128652,510,574
60,128753,447,534
60,128854,447,534
60,128969,393,536
60,129069,382,535
60,129169,382,535
60,129270,382,535
60,129317,382,535
61,129370,382,535
61,129470,382,535
61,129571,382,535
61,129688,382,535
61,129803,382,535
61,129903,392,536
61,130019,654,531
61,130120,684,531
61,130220,684,531
61,130336,717,512
61,130436,826,442
61,130554,816,484
61,130669,904,486
61,130786,905,477
61,130886,909,445
61,130986,970,443
61,131103,1010,476
61,131220,1016,488
61,131320,1133,495
61,131436,1251,548
61,131537,1251,548
61,131653,1089,639
61,131770,721,630
61,131870,647,456
61,131987,645,443
61,132087,638,434
61,132203,570,436
61,132320,528,427
61,132436,528,427
61,132553,475,408
61,132670,474,407
61,132745,474,407
62,132787,474,407
62,132904,474,407
62,133019,474,407
62,133120,474,407
62,133220,474,407
62,133320,474,407
62,133436,474,407
62,133554,594,407
62,133669,744,434
62,133771,744,434
62,133886,744,434
62,133986,856,438
62,134103,852,452
62,134219,742,448
62,134337,666,421
62,134453,604,387
62,134553,600,382
62,134653,600,382
62,134754,600,382
62,134870,642,405
62,134987,642,405
62,135064,642,405
63,135103,642,405
63,135220,642,405
63,135336,642,405
63,135452,642,405
63,135553,642,405
63,135653,642,405
63,135753,642,405
63,135870,642,405
63,135986,642,405
63,136103,768,425
63,136219,810,449
63,136320,845,482
63,136436,915,522
63,136553,974,514
63,136670,994,508
63,136770,755,537
63,136886,517,550
63,137003,564,615
63,137103,650,702
63,137220,646,721
63,137336,703,703
63,137452,578,779
63,137569,568,786
63,137686,568,786
63,137787,568,786
63,137897,572,784
64,137902,572,784
64,138003,572,784
64,138103,572,784
64,138203,572,784
64,138320,572,784
64,138420,652,612
64,138536,725,482
64,138637,725,482
64,138753,725,482
64,138869,822,456
64,138969,885,448
64,139086,916,434
64,139186,917,432
64,139303,904,450
64,139419,904,452
64,139520,904,452
64,139636,1002,475
64,139736,1034,492
64,139853,836,459
64,139953,564,344
64,140070,558,342
64,140171,532,420
64,140286,511,449
64,140386,502,466
